backend,size,tile_m,tile_n,tile_k,occupancy,compile_ms,first_launch_ms,steady_latency_ms,tflops,latency_std_ms,pct_peak,max_err
cuTile,512,128,128,64,1,2914.8858780390583,11.814202007371932,0.023825067281723022,11.26693380655951,0.00045282999134228216,7.934460427154585,0.05755424499511719
cuTile,512,128,128,64,2,2895.214579999447,12.016621010843664,0.03235839977860451,8.295696259290624,0.0005016556691503184,5.84203961921875,0.05755424499511719
cuTile,512,128,128,64,4,2937.7022910048254,11.303303006570786,0.024661333734790482,10.884871795125584,0.000708703314113424,7.66540267262365,0.05755424499511719
cuTile,512,128,128,64,8,2922.566909051966,14.550454041454941,0.024650667359431586,10.889581693101462,0.00025484144177680964,7.6687195021841275,0.05755424499511719
cuTile,512,128,128,128,,2748.6792189884,9.775278973393142,0.026897066459059715,9.980101599874775,0.0005872522703692673,7.028240563292096,0.1035308837890625
cuTile,512,128,128,128,1,2746.073537040502,11.853971052914858,0.027108266577124597,9.902346770727133,0.0005054065680324391,6.973483641357136,0.1035308837890625
cuTile,512,128,128,128,2,2744.1044820006937,11.561813007574528,0.02744319997727871,9.78149254541191,0.0004096001386642456,6.8883750319802175,0.1035308837890625
cuTile,512,128,128,128,4,2769.797387009021,11.355923023074865,0.027035733188192048,9.928913491321188,0.00049997448569996,6.992192599521964,0.1035308837890625
cuTile,512,128,128,128,8,2760.1526679936796,11.023023980669677,0.027238399907946586,9.855037627290512,0.0005016556691503184,6.940167343162333,0.1035308837890625
Torch,1024,,,,,0.0,2.3414219613187015,0.044936533520619076,47.78925920074875,0.00034434664811762764,33.654407887851235,0.0
Triton,1024,16,16,16,,,2.4136020219884813,0.1933994690577189,11.103875612807894,0.0010487303951882759,7.819630713244996,0.0004425048828125
Triton,1024,32,32,32,,,2.3329629912041128,0.0629397322734197,34.119681962913454,0.005395960899879186,24.02794504430525,0.0004425048828125
Triton,1024,64,64,16,,,2.3465619888156652,0.045337600509325664,47.36650426742977,0.0008620780689443632,33.356693146077305,0.0004425048828125
Triton,1024,64,64,32,,,2.3580120177939534,0.061849600573380785,34.72105928076514,0.009346302467975822,24.45145019772193,0.0004425048828125
cuTile,1024,32,32,32,,765.6350749894045,8.63213202683255,0.09325013508399328,23.029281899331245,0.0007880467722371474,16.217804154458623,0.0607452392578125
cuTile,1024,32,32,32,1,765.053225972224,8.610281976871192,0.09352533519268036,22.961517791684646,0.0010353156111190726,16.170082951890596,0.0607452392578125
cuTile,1024,32,32,32,2,751.2047109776177,8.61987198004499,0.09004586736361185,23.84877519507145,0.0009533258794350252,16.794912109205246,0.0607452392578125
cuTile,1024,32,32,32,4,633.5978120332584,8.49691202165559,0.09249066809813182,23.218381834170966,0.0007153193450172106,16.35097312265561,0.0607452392578125
cuTile,1024,32,32,32,8,638.0298269796185,8.730561006814241,0.09236266811688741,23.25055882190738,0.001194571832229322,16.37363297317421,0.0607452392578125
cuTile,1024,64,64,32,,1661.6457169875503,8.774481015279889,0.08410026530424754,25.53480230093329,0.0009740392671965441,17.982255141502318,0.0607452392578125
cuTile,1024,64,64,32,1,1640.0136959855445,8.963791013229638,0.08403626531362533,25.554248989832427,0.0008742401918456288,17.995949992839737,0.0607452392578125
cuTile,1024,64,64,32,2,1604.2570209829137,8.833551954012364,0.05850453426440557,36.706277128788955,0.0012325863773067075,25.849490935766866,0.0607452392578125
cuTile,1024,64,64,32,4,1461.8215310038067,8.655331970658153,0.050655998786290485,42.3934716411355,0.000976568065372521,29.854557493757394,0.0607452392578125
cuTile,1024,64,64,32,8,1499.3439589743502,8.908011950552464,0.08744106640418371,24.55921155025222,0.001343739733272409,17.29521940158607,0.0607452392578125
cuTile,1024,64,64,64,,1160.2191560086794,9.081750991754234,0.15400319894154865,13.944409354867162,0.0012311618479541554,9.820006587934621,0.07893562316894531
cuTile,1024,64,64,64,1,1152.123373001814,8.779591007623821,0.1545472006003062,13.895325438820956,0.001269275436230237,9.785440449873912,0.07893562316894531
